Date,AAPL,MSFT,GOOGL,AMZN,TSLA,JPM,XOM,GLD
2018-01-03,-0.00017405712196971734,0.004653551429641523,0.017061071996151256,0.012775310383486449,-0.010233112708571634,0.0010191620223372055,0.019640074470045787,-0.002636850395774437
2018-01-04,0.004645171208685683,0.008801726741783922,0.0038844934227753036,0.004476012896857506,-0.008289977599700626,0.014325697770108059,0.0013838832303738613,0.00512737855482448
2018-01-05,0.01138510286893224,0.012397949989768176,0.01326023997561454,0.016162516530176196,0.006229740634655645,-0.006419944532043087,-0.0008060061039113497,-0.0010361649479245783
2018-01-08,-0.0037143332288324116,0.0010207302421243458,0.003530605637537265,0.014424678832250848,0.06263821959024418,0.0014769176158873076,0.004495394948817566,-0.00015961279955833962
2018-01-09,-0.00011483410726342846,-0.0006796987626318529,-0.0012744002883088301,0.0046757095740346255,-0.00808538113492141,0.005069109516113723,-0.0042463342825265205,-0.0046284750854692636
2018-01-10,-0.000229507543587526,-0.004534187211765572,-0.0023814459849686997,0.0013012055442500614,0.003326413914539472,0.011004237471959,-0.007951312084867435,0.002405158456580736
2018-01-11,0.005680539906202098,0.00296053693542242,0.001720466497329598,0.01781828254348916,0.009408646715617364,0.005351306673578415,0.009874281365205517,0.003279242310744168
2018-01-12,0.010326275518034667,0.01725713010584795,0.016725833161552073,0.022339231610462695,-0.005119110235858537,0.01651059444438996,0.006786775069076434,0.012117319941670202
2018-01-16,-0.005082148402489661,-0.013950743000966326,4.422317736740844e-05,-0.0002605871874575838,0.011421116241414841,-0.00355031038443987,-0.006284242494448811,0.0016540570729914883
2018-01-17,0.016516103575759278,0.020259996862519003,0.007429097223757619,-0.00755630863716783,0.02087858455510405,0.0064131410942862566,0.011843415534513513,-0.008099385028916495
2018-01-18,0.0008934890094933756,-0.00044347497322594354,-0.0027477670214473005,-0.0012972916415299185,-0.007460532163804823,0.0023896874632534093,-0.00647767486525741,-0.002219746160232239
2018-01-19,-0.0044628203354646345,-0.0011100098266644265,0.0066286164700672945,0.0009741736041779525,0.015816873268893028,-0.002207395465356865,-0.0032018477581777782,0.004449368789751107
2018-01-22,-0.00818124037470902,0.017889086664969245,0.0180673386512491,0.025282411609683475,0.004399674810198428,0.011680126693728532,0.012621265833207662,0.0018193589642852004
2018-01-23,0.00022595335412689543,0.003165597218776073,0.01031651210862683,0.02654236704761037,0.0034987229726255453,-0.0010493203069007473,0.0005666945601023876,0.004974316982453653
2018-01-24,-0.015928553352176467,-0.0008707776781999854,-0.004149072019646871,-0.0036915667119321594,-0.019558338950656062,0.012783453531747258,0.002604553525848319,0.012177899643490031
2018-01-25,-0.01785093797671733,0.005554291387325883,0.009263135302524761,0.015056912893923968,-0.02385156263182675,0.00025933222899299224,-0.0018067241134092082,-0.006675468432262743
2018-01-26,0.002337597569424421,0.018737236103240518,0.004584926492095631,0.017489776074125496,0.015430662178036458,0.005358582858371541,0.007128759597835099,0.0007814808358339587
2018-01-29,-0.020698615218827987,-0.00148827057690748,-0.0009093800423500831,0.011147987016343786,0.019483745784611983,-0.0010317784143722974,-0.011123594051622332,-0.005621994291566623
2018-01-30,-0.005894140193755337,-0.012563943537588496,-0.0076780586245378535,0.014206254114237371,-0.010614261699658623,-0.009379977534020312,-0.013975541653923895,-0.004318770545372774
2018-01-31,0.0027548967941430913,0.024476958264242343,0.004119296789884652,0.009090198056924459,0.024550343604870628,0.004864777078349647,0.005992065112527811,0.006703457836465088
2018-02-01,0.0020904155610195208,-0.007893838953469068,-0.0005329056900728046,-0.04196737400527717,-0.014281293846785892,0.010374113745506897,0.020274860493511904,0.003290292152912322
2018-02-02,-0.043389882357079634,-0.026310230218483666,-0.05280180839240789,0.02874097206609716,-0.015747955382294787,-0.022161147483279908,-0.05097135209740267,-0.013117887393550687
2018-02-05,-0.02498424453617576,-0.0411855235977705,-0.050759323781780386,-0.027938006598856924,-0.03089455173037159,-0.04795223797085657,-0.05690275813198331,0.002531843471552664
2018-02-06,0.041791350801927196,0.03784119059811464,0.02074555639845377,0.03801436389950541,0.0025215270216487617,0.030422480883490755,-0.01718498187846751,-0.010496423649786646
2018-02-07,-0.021406731498699205,-0.018832874319478887,-0.02676053600519701,-0.018061620618718965,0.03302687941110416,0.006779277449356913,-0.017996137410272617,-0.004705665583148111
2018-02-08,-0.02751702447461113,-0.05133353361961035,-0.04519567460058893,-0.046782076355553315,-0.0862898619278617,-0.044210456221824734,-0.011307374466956621,0.0015225774502147793
2018-02-09,0.012231426427384173,0.03728963313909017,0.038264850054038124,-0.008071057484337008,-0.015258637910555595,0.020022255300442993,0.006374067171512232,-0.0016803225174144565
2018-02-12,0.04027903164052882,0.010773331965542532,0.007923460004242155,0.0348088545167482,0.017105860055229627,0.015449214082622786,0.008445675082253468,0.004808897328354433
2018-02-13,0.010017921365145233,0.00785379189811497,-0.0003981319166119768,0.020400675986486094,0.025116342037434514,0.006175020368724082,-0.001570216648728917,0.005663229392343538
2018-02-14,0.018437032708595202,0.015658114506672538,0.017606585030494948,0.025832207585371192,-0.004171050736881954,0.023125389232945937,0.0020967950836623395,0.0170526163171012
2018-02-15,0.033578515834800315,0.02037245585791725,0.017395467957715294,0.007380856462852581,0.036486630791516816,0.004172899288569232,-0.003269758948378332,0.001169844500285011
2018-02-16,-0.0032373301173732605,-0.0071230943726500184,0.003793432151422138,-0.008941218962002284,0.004250554934988493,-0.00718564990488435,0.004330301067759779,-0.003271582663696204
